Game Name;Release Name;Package Name;Version Code;Last Updated;Size (MB);Downloads;Rating;Rating Count
Crowbar Climber;Crowbar Climber v99+2.8.1 -VRP;com.Shibuya_Nobuaki_MD.Crowbar_Climber_MD;99;2026-03-14 12:07 UTC;1020;96.69;0;0
Crowd Control VR;Crowd Control VR v41+1.0.1 -VRP v76;com.CelosyaGames.CrowdControl;41;2025-05-06 22:18 UTC;186;17.54;0;0
Crumbling;Crumbling v10+1.1.7 -VRP v76;com.CrumblingGames.Crumbling;10;2025-05-07 10:53 UTC;837;27.31;0;0
Crunchies;Crunchies v3+1.02 -VRP v76;space.VROOM.Crunchies;3;2025-05-06 22:18 UTC;2004;07.15;0;0
Crush Lab;Crush Lab v5+1.3 -VRP;com.TeamX.JustBreakIt;5;2025-12-17 21:37 UTC;328;50.10;0;0
Crystal Commanders;Crystal Commanders v809+2.4.2 -VRP;com.db.basecamp;809;2026-03-03 19:55 UTC;0;31.19;0;0
Crystal Commanders (MR-Fix);Crystal Commanders (MR-Fix) v809+2.4.2 -VRP;com.mrf.db.basecamp;809;2026-03-03 19:55 UTC;970;89.27;0;0
Crystal Rift;Crystal Rift v28+1.73 -VRP v76;com.psytecgames.crystalrift;28;2025-05-06 22:19 UTC;886;17.88;0;0
Cube Master;Cube Master v6+1.1.0 -VRP v76;com.IndieGameStudio.Cubemaster;6;2025-07-12 15:01 UTC;143;11.53;0;0
CubeHook;CubeHook v7+1.4.1 -VRP v76;com.ArcarveStudio.CubeHook;7;2025-05-06 22:19 UTC;213;15.56;0;0
Cubism;Cubism v361+1.8.0 -VRP;com.tvb.cubism;361;2026-03-11 16:34 UTC;0;74.02;0;0
Cubism (MR-Fix);Cubism (MR-Fix) v361+1.8.0 -VRP;com.mrf.tvb.cubism;361;2025-09-17 16:26 UTC;159;89.77;0;0
CUBUS;CUBUS v22+1.8.1 -VRP;com.BlekolGames.CUBUS;22;2026-02-26 15:36 UTC;118;76.38;0;0
CUBUS 2 -COLORS;CUBUS 2 -COLORS v5+1.3.1 -VRP;com.BlekolGames.CUBUS2COLORS;5;2026-02-26 15:36 UTC;103;75.92;0;0
Cueist 2;Cueist 2 v10+1.17 -VRP v76;com.Saitarasoft.new2021poolgame;10;2025-05-07 10:56 UTC;259;31.53;0;0
Cues (MR-Fix);Cues (MR-Fix) v7+EA -VRP v76;No.mrf.Ragrets.Bricks;7;2025-08-04 19:46 UTC;360;48.04;0;0
CueScope;CueScope v12+0.1.11 -VRP v76;com.Etheri.CueScope;12;2025-05-20 21:07 UTC;535;39.52;0;0
CuriosityXR - Interactive AI Chat;CuriosityXR - Interactive AI Chat v54+0.25 -VRP v76;com.aadityavaze.CuriosityXR;54;2025-05-06 22:19 UTC;120;61.01;0;0
Curling One;Curling One v13+1.0 -VRP v76;com.HackinShackInc.CurlingOne;13;2025-05-06 22:19 UTC;386;02.55;0;0
CURSED NIGHT - The House;CURSED NIGHT - The House v35+3.5 -VRP v76;com.VRPIRATES.CursedNightTheHouse;35;2025-05-07 10:55 UTC;343;45.38;0;0
Custom Home Mapper;Custom Home Mapper v64+6.4 -VRP;com.curiousvr.customhomemapper;64;2026-01-19 11:06 UTC;357;69.38;0;0
Cyber Boxer;Cyber Boxer v6+1.0 -VRP;com.foltztech.cyberboxerEA;6;2025-08-25 11:37 UTC;206;28.03;0;0
Cyber Cycle;Cyber Cycle v1+0.1 -VRP v76;com.syntheon.cc2;1;2025-05-25 04:41 UTC;167;05.40;0;0
Cyber Dose;Cyber Dose v9+0.2.5 -VRP v76;com.UsagiXR.CyberDose;9;2025-05-06 22:19 UTC;851;06.09;0;0
Cyber Gun;Cyber Gun v5+1 -VRP v76;com.CS.CyberGun;5;2025-05-06 22:19 UTC;195;07.57;0;0
CYBER TENNIS;CYBER TENNIS v224+1.7.9 -VRP v76;jp.co.techarts.cybertennis;224;2025-05-07 10:55 UTC;719;40.05;0;0
Cyberblade;Cyberblade v28+2.2 -VRP v76;com.DefaultCompany.Cyberblade;28;2025-05-22 08:59 UTC;707;01.18;0;0
Cyberfit Tennis;Cyberfit Tennis v11+1.0 -VRP v76;com.fibrum.cyberfittennis;11;2025-05-06 22:19 UTC;752;69.34;0;0
CYBRID;CYBRID v82+0.9.9.2 -VRP;com.SHADA_GAMES.CYBRID;82;2025-12-17 21:37 UTC;948;60.48;0;0
Cybrix;Cybrix v68+1.1.10 -VRP;com.holonautic.cybrix;68;2025-10-10 21:26 UTC;822;58.20;0;0
D-Day Invasions;D-Day Invasions v28+2.8 -VRP;com.strangegamesstudios.dde;28;2026-02-20 18:58 UTC;3332;82.20;0;0
D&I Perspectives;D&I Perspectives v19+1.0 -VRP v76;com.MakeReal.DiversityInclusionAppLab;19;2025-05-08 16:37 UTC;531;19.51;0;0
Daedalus;Daedalus v3+1.0.002 -VRP v76;com.VerticalRobot.DaedalusQuest;3;2025-05-08 16:38 UTC;901;12.74;0;0
Dance Central;Dance Central v131786901+1.2.2 -VRP v76;com.HarmonixMusic.DCVRQuest;131786901;2025-05-16 13:20 UTC;2885;76.80;0;0
Dance Collider;Dance Collider v9+1.0 -VRP v76;com.EmergeWorlds.DanceCollider;9;2025-05-16 13:20 UTC;825;38.30;0;0
Dance Dance Maker;Dance Dance Maker v9+0.9 -VRP v76;com.novia.vr.ddm;9;2025-05-16 13:20 UTC;709;19.74;0;0
Dance Dash;Dance Dash v41+0.5.5.8234 -VRP v76;com.rebuffreality.dancedash.quest;41;2025-05-16 13:21 UTC;950;65.69;0;0
Dance Eden;Dance Eden v1232+0.0.20 -VRP;com.dance.edend;1232;2025-12-23 11:47 UTC;3127;62.84;0;0
Dance Floor VR;Dance Floor VR v10+1.9.0 -VRP;com.DefaultCompany.DanceFloor;10;2026-03-06 11:43 UTC;394;90.57;0;0
Dance Guru;Dance Guru v99+0.6.19 -VRP;com.hyperCreative.DanceGuru;99;2025-12-24 23:27 UTC;1059;57.55;0;0
Dance workout VR (Junior);Dance workout VR(Junior) v4+4 -VRP v76;jijia.DanceWorkout.DanceWorkoutVR;4;2025-05-16 13:21 UTC;473;58.65;0;0
Dance! Dance! Dance!;Dance! Dance! Dance! v398+0.398 -VRP;com.VStars.DanceDanceDance;398;2026-01-13 20:54 UTC;1025;65.35;0;0
Dancing Arrow;Dancing Arrow v9+9.1 -VRP v76;geniesoft.io.DancingArrow;9;2025-05-16 13:21 UTC;304;15.44;0;0
DANGER- ELECTRIC SHOCK;DANGER- ELECTRIC SHOCK v8+1.3 -VRP v76;com.Danger.Electric.Shock;8;2025-05-08 16:38 UTC;149;28.57;0;0
Dark Days;Dark Days v42+1.0 -VRP;com.ParallelStudio.darkdays;42;2026-01-17 12:53 UTC;921;53.59;0;0
Dark Den;Dark Den v20+0.9.2 -VRP v76;com.PastelcubeTechnologiesPvtLtd.DarkDen;20;2025-05-16 13:21 UTC;1739;22.06;0;0
Dark Harvest;Dark Harvest v1+1 -VRP v76;com.KitungoStudios.DarkHarvest;1;2025-05-16 13:21 UTC;528;22.86;0;0
Dark Trip;Dark Trip v94+0.0.94 -VRP;mobi.itales.darktripvr;94;2026-03-08 13:04 UTC;487;94.14;0;0
Darksword- Battle Eternity;Darksword- Battle Eternity v59+1.6.2.10 -VRP;com.com2usroca.Darksword;59;2026-03-11 09:15 UTC;4423;93.80;0;0
Dart Racer;Dart Racer v153+2.7.4.153 -VRP;io.piotrjastrzebski.dartracer;153;2025-09-12 08:26 UTC;551;32.10;0;0
Dash Dash World;Dash Dash World v258+5.0.0 -VRP v76;com.motionx.quest.xkart;258;2025-05-16 13:21 UTC;3853;78.17;0;0
Data Runner;Data Runner v36+0.0.32 -VRP v76;com.unity.DataRunner;36;2025-05-16 13:21 UTC;249;20.77;0;0
DAVID;DAVID v21+21 -VRP v76;com.twoguys.david;21;2025-05-16 13:19 UTC;492;30.20;0;0
David Slade Mysteries- Case Files;David Slade Mysteries- Case Files v38+3.4 -VRP v76;com.GearWorxProductions.DSMCaseFiles;38;2025-05-16 13:21 UTC;2446;24.76;0;0
DAVIGO;DAVIGO v102+0.5.2A-1493 -VRP;com.davigostudio.davigoquest;102;2025-12-24 21:00 UTC;441;73.91;0;0
Dawn of Jets;Dawn of Jets v107+1.0.107 -VRP;com.eVInteractive.AirCombatPilotDawnofJets;107;2026-03-04 12:04 UTC;781;93.57;0;0
Days of Heroes- D-Day;Days of Heroes- D-Day v6+1.0.4 -VRP v76;com.zenappsstudio.DaysofheroesQUESTFULL;6;2025-05-16 13:21 UTC;385;67.02;0;0
Days of Heroes- Stalingrad;Days of Heroes- Stalingrad v25+1.0.9 -VRP;com.zenappsstudio.Daysofheroes_stalingrad;25;2026-01-24 12:59 UTC;1090;73.79;0;0
Dead and Buried II;Dead and Buried II v3008396+2.0.8396 -VRP v76;com.oculus.dab2;3008396;2025-05-08 16:38 UTC;1645;53.86;0;0
Dead Effect 2;Dead Effect 2 v1700000087+210517.1355 -VRP v76;com.badflyinteractive.deadeffect2;1700000087;2025-05-08 16:38 UTC;2891;61.81;0;0
Dead Hook;Dead Hook v465+1.4.6.5 -VRP v76;com.JoyWay.DeadHook;465;2025-05-16 16:07 UTC;1452;65.80;0;0
Dead Hook (Quest 1);Dead Hook (Quest 1) v122+1.1.4.12 -VRP v76;com.JoyWay.DeadHook;122;2025-05-16 13:22 UTC;1923;51.50;0;0
Dead Second;Dead Second v178+1.10 -VRP;com.spunge.projectshooter;178;2025-12-22 16:17 UTC;2685;78.51;0;0
Dead Secret Circle;Dead Secret Circle v249+1.0 -VRP v76;com.robotinvader.ds2;249;2025-05-08 16:38 UTC;1435;21.22;0;0
Dead Zone- The Survivor;Dead Zone- The Survivor v11+1.8 -VRP v76;com.zombieVR22;11;2025-05-16 16:07 UTC;651;45.11;0;0
DeadZone VR;DeadZone VR v16+0.0.88 -VRP;com.XeowareGamesLLC.DeadZoneVR;16;2026-02-23 10:00 UTC;130;83.04;0;0
Dealer Simulator;Dealer Simulator v25+v2.5 -VRP v76;games.basit.dealersimulator;25;2025-05-16 13:22 UTC;310;69.42;0;0
Dear Friend;Dear Friend v42+3.2 -VRP v76;com.TranscenderStudiosDearFriend.DearFriend;42;2025-05-16 13:22 UTC;1115;20.05;0;0
Dear Santa VR;Dear Santa VR v857+1 -VRP;com.alice.games.dear.santa;857;2026-03-13 13:49 UTC;302;74.10;0;0
Death Game Hotel;Death Game Hotel v217+2.0.24 -VRP;com.WhiteOwls.DGH;217;2026-03-06 11:43 UTC;3003;79.73;0;0
Death Horizon- Cyberfusion;Death Horizon- Cyberfusion v32+0.4 -VRP;com.dreamdev.dhcyberfusion.metaquestapplab;32;2026-02-05 21:11 UTC;1565;72.88;0;0
Death Horizon- Reloaded;Death Horizon- Reloaded v195+1.0 -VRP;com.dreamdev.deathhorizon.quest;195;2025-12-22 07:36 UTC;1953;60.10;0;0
Death Horizon- Reloaded;Death Horizon- Reloaded v197+1.0 -VRP;com.dreamdev.deathhorizon.quest;197;2025-12-22 16:27 UTC;1977;49.83;0;0
Death Horizon- Reloaded;Death Horizon- Reloaded v198+1.0 -VRP;com.dreamdev.deathhorizon.quest;198;2026-02-05 21:05 UTC;1957;69.57;0;0
Death Horizon- Reloaded (MR-Fix);Death Horizon- Reloaded (MR-Fix) v197+1.0 -VRP;com.mrf.dreamdev.deathhorizon.quest;197;2025-12-22 16:27 UTC;1977;67.33;0;0
Death Horizon- Reloaded (MR-Fix);Death Horizon- Reloaded (MR-Fix) v198+1.0 -VRP;com.mrf.dreamdev.deathhorizon.quest;198;2026-02-05 21:05 UTC;1957;76.04;0;0
Death Lap;Death Lap v936+9.36 -VRP;com.ozwe.deathlap;936;2026-03-15 10:01 UTC;1700;74.93;0;0
Deathjack;Deathjack v52+1.0.1 -VRP v76;br.com.tapps.deathjackgearvr;52;2025-05-16 13:25 UTC;150;31.80;0;0
Deceptive Reality;Deceptive Reality v119+0.3.1.1 -VRP v76;com.QuarantineStudios.DeceptiveReality;119;2025-05-16 13:25 UTC;3566;46.03;0;0
Deep Cuts;Deep Cuts v201326+1.1.3271 -VRP v76;com.ScytheDevTeam.ContainmentProtocol;201326;2025-05-16 13:25 UTC;8893;50.97;0;0
Deep Space Dilemmas;Deep Space Dilemmas v31+3.1 -VRP v76;com.codenrama.dsd;31;2025-05-16 13:25 UTC;3811;35.15;0;0
Deer Dash;Deer Dash v1+1 -VRP v76;com.ZigaGames.XMasRushVR;1;2025-05-16 13:25 UTC;600;07.95;0;0
Defibrillator Simulator;Defibrillator Simulator v109+1.0.9 -VRP v76;com.ChalkBites.DefibrillatorQuest;109;2025-05-16 13:25 UTC;323;08.86;0;0
Demeo;Demeo v141040534+1.41.40534-release -VRP;com.resolutiongames.demeo;141040534;2026-01-15 12:33 UTC;4104;87.49;0;0
Demeo (MR-Fix);Demeo (MR-Fix) v141040534+1.41.40534-release -VRP;com.mrf.resolutiongames.demeo;141040534;2026-01-15 12:33 UTC;4104;87.56;0;0
Demeo Battles;Demeo Battles v212040645+2.12.40645-release -VRP;com.resolutiongames.demeopvp;212040645;2026-02-25 15:29 UTC;0;42.26;0;0
Demeo Battles (MR-Fix);Demeo Battles (MR-Fix) v212040645+2.12.40645-release -VRP;com.mrf.resolutiongames.demeopvp;212040645;2026-02-25 15:28 UTC;3840;86.80;0;0
Demeo x Dungeons & Dragons- Battlemarked;Demeo x Dungeons & Dragons- Battlemarked v300029212+3.0.29212-release -VRP R2;com.resolutiongames.jade;300029212;2026-02-16 11:20 UTC;3291;97.15;0;0
Demeter;Demeter v53+1.1.0 -VRP v76;com.Novelab.Demeter;53;2025-05-08 16:38 UTC;1449;51.77;0;0
Demeter (MR-Fix);Demeter (MR-Fix) v51+1.0.1 -VRP v76;com.mrf.Novelab.Demeter;51;2025-05-08 16:38 UTC;1450;64.74;0;0
Denture Care Simulator;Denture Care Simulator v17+2.0 -VRP;com.Holopundits.DentureCareSimulator;17;2025-11-07 11:46 UTC;227;44.69;0;0
Descending;Descending v5+1.62 -VRP v76;com.DungeonGames.Descending;5;2025-05-08 16:38 UTC;823;35.26;0;0
Descent Alps;Descent Alps v44+0.5.3 -VRP v76;com.Sutur.DescentAlps;44;2025-05-08 16:38 UTC;429;56.98;0;0
Desert Ambush VR Hold the Line!;Desert Ambush VR Hold the Line! v43+1.4.43 -VRP v76;com.ULTRAFUNGAMES.HOLDTHELINE1;43;2025-05-16 13:27 UTC;2237;06.01;0;0
Desperate- Vladivostok;Desperate- Vladivostok v65+1.0 -VRP v76;com.PM.Vladivostok;65;2025-05-08 16:38 UTC;2238;21.15;0;0
Destroy the Asteroids;Destroy the Asteroids v1+0.1.0 -VRP v76;com.RA.Games.DestroyTheAsteroids;1;2025-05-16 13:27 UTC;170;31.46;0;0
Detective Roy;Detective Roy v1+1.0 -VRP v76;com.Nexgits.DetectiveRoy;1;2025-05-16 16:07 UTC;263;18.41;0;0
Detective VR;Detective VR v200137+1.15 -VRP;com.ChipoyJuan.ReleaseVersionDetectiveVR;200137;2025-09-10 08:19 UTC;0;00.84;0;0
Detective VR (MR-Fix);Detective VR (MR-Fix) v200137+1.15 -VRP;com.mrf.ChipoyJuan.ReleaseVersionDetectiveVR;200137;2025-09-10 08:18 UTC;1560;70.52;0;0
Detective Winston Wayne;Detective Winston Wayne v10+2 -VRP v76;com.SomniumPorta.DetectiveWW;10;2025-05-16 13:27 UTC;2223;25.60;0;0
Deus Ex Machina- Episode 1;Deus Ex Machina- Episode 1 v5+1.5 -VRP v76;com.Looksten.DEM_Q_Ep100;5;2025-05-16 13:27 UTC;1439;16.24;0;0
Devil's Roulette;Devil's Roulette v56+1.8.2 -VRP;com.mydearest.devils_roulette;56;2025-09-06 14:00 UTC;407;71.66;0;0
Dice Roller;Dice Roller v201+2.01 -VRP v76;com.dice.strategy.puzzle;201;2025-05-16 13:27 UTC;383;13.12;0;0
Diet Smash;Diet Smash v9+1.0 -VRP v76;com.yjmgames.dietsmash;9;2025-05-16 13:27 UTC;347;09.47;0;0
Dig To Escape;Dig To Escape v16+1.02 -VRP;com.kandk.digtoescape;16;2026-03-14 14:42 UTC;577;92.85;0;0
DIG VR;DIG VR v790+1.0.3 -VRP;com.JustAddWater.DigVR;790;2025-12-03 19:38 UTC;2311;71.89;0;0
Dimensional Defender;Dimensional Defender v3+1.0.2 -VRP v76;com.DelabreStudios.DimensionalDefender;3;2025-08-19 09:21 UTC;285;17.57;0;0
Dimensional Double Shift;Dimensional Double Shift v15212+1.9.70735 -VRP;com.owlchemylabs.coral;15212;2026-03-07 15:07 UTC;1889;86.99;0;0
Dino Hab;Dino Hab v55+1.10 -VRP v76;com.Ninjas.DinoHab;55;2025-05-02 11:26 UTC;0;03.80;0;0
Dino Hab (MR-Fix);Dino Hab (MR-Fix) v55+1.10 -VRP v76;com.mrf.Ninjas.DinoHab;55;2025-05-02 11:26 UTC;848;61.28;0;0
DinoPlanet;DinoPlanet v17+1.0.0 -VRP v76;com.berell.dinoplanet;17;2025-05-16 13:29 UTC;945;13.05;0;0
Dinosaur Garden;Dinosaur Garden v7+1.0 -VRP;com.DigitalSolutions.Dinosaur;7;2026-02-26 19:48 UTC;430;77.94;0;0
DINOSAUR ISLAND;DINOSAUR ISLAND v45+1.7.5 -VRP v76;com.lakento.dinosquest;45;2025-05-08 16:38 UTC;1106;65.16;0;0
Dinosaur Prehistoric Hunter VR;Dinosaur Prehistoric Hunter VR v8+0.8 -VRP;com.Ascendrixstudio.DinosaurPrehistoricHunterVR;8;2026-03-01 11:54 UTC;772;85.32;0;0
Directive Nine;Directive Nine v5+0.2.3 -VRP;com.rooftoppanda.directivenine;5;2026-03-13 22:00 UTC;122;77.14;0;0
DISC;DISC v226+1.0 -VRP v76;com.Skymap.Jupiter;226;2025-08-11 22:21 UTC;567;52.61;0;0
Disc Benders- Ace Run;Disc Benders- Ace Run v14+1.3.32 -VRP v76;com.FreeFallStudios.DiscBenders;14;2025-05-16 13:30 UTC;597;11.37;0;0
Disc Frenzy;Disc Frenzy v561+0.6.60 -VRP;com.supraorbital.studios.disc.frenzy;561;2025-12-26 11:56 UTC;1701;16.81;0;0
Disc Golf- Hyzer Flip;Disc Golf- Hyzer Flip v24+1.2.7 -VRP v76;com.profinteractive.DiscGolf;24;2025-08-04 19:46 UTC;562;04.26;0;0
Disc Ninja;Disc Ninja v1071+Q.1071 -VRP v76;com.Immersion.NinjaChallenge;1071;2025-05-08 17:15 UTC;924;19.25;0;0
DiscGolfVR;DiscGolfVR v1+0.1 -VRP v76;com.AlexV.DiscGolfVR;1;2025-05-16 13:31 UTC;133;00.27;0;0
Discovery;Discovery v49+0.1.9.1 -VRP v76;com.noowanda.discovery;49;2025-05-16 13:31 UTC;169;66.38;0;0
Discovery 2;Discovery 2 v117+0.2.8.4 -VRP;com.noowanda.discovery2;117;2026-01-07 20:53 UTC;233;73.41;0;0
Dissection Simulator- Cat Edition;Dissection Simulator- Cat Edition v1+1.0 -VRP v76;com.VictoryXR.CatDissection;1;2025-05-16 13:32 UTC;1360;22.37;0;0
Dissection Simulator- Frog Edition;Dissection Simulator- Frog Edition v2+1.0 -VRP v76;com.VictoryXR.FrogDissectionQuest;2;2025-05-16 13:32 UTC;624;30.81;0;0
Dissection Simulator- Invertebrate Edition;Dissection Simulator- Invertebrate Edition v10+1.0 -VRP v76;com.VictoryXR.SquidDissection;10;2025-05-16 13:32 UTC;998;20.16;0;0
Dissection Simulator- Pig Edition;Dissection Simulator- Pig Edition v2+1.0 -VRP v76;com.VictoryXR.PigDissection;2;2025-05-16 13:32 UTC;1145;25.83;0;0
Dissection Simulator- Shark Edition;Dissection Simulator- Shark Edition v102+1.0.2 -VRP v76;com.VictoryXR.DogfishDissection;102;2025-05-16 13:32 UTC;1238;16.93;0;0
District M;District M v19+1.1 -VRP v76;com.FeelGoodGames.DistrictM;19;2025-05-16 13:32 UTC;516;01.94;0;0
Divine Duel;Divine Duel v1193+1.1.1193 -VRP v76;com.immersiongames.divineduel;1193;2025-05-16 13:32 UTC;1222;24.88;0;0
Dixotomia;Dixotomia v466+1.0.0.15 -VRP;com.DXT.Dixotomia_Beta;466;2026-01-23 12:41 UTC;3484;62.99;0;0
djay;djay v2323+1.1.0 -VRP v76;com.algoriddim.djay_quest;2323;2025-05-16 13:39 UTC;672;72.00;0;0
Do U Copy;Do U Copy v2001100+2.0.11 -VRP v76;com.freaks_united_game_studio.vr.do_u_copy;2001100;2025-05-16 13:32 UTC;715;59.98;0;0
Doctor Who The Edge of Time;Doctor Who The Edge of Time v368+368 -VRP v76;com.mazetheory.doctorwho;368;2025-04-29 20:47 UTC;1382;65.65;0;0
DodgeALL;DodgeALL v959+0.50.8.5 -VRP;com.GlennerooVR.DodgeALL;959;2026-02-11 11:51 UTC;639;65.23;0;0
DodgeALL (MR-Fix);DodgeALL (MR-Fix) v959+0.50.8.5 -VRP;com.mrf.GlennerooVR.DodgeALL;959;2026-02-11 11:50 UTC;639;63.03;0;0
Dodgeblock;Dodgeblock v30+3.0 -VRP v76;com.Vidler.DodgeblockVR;30;2025-05-16 13:34 UTC;118;06.20;0;0
Does It Stack;Does It Stack v3683+1.02 -VRP v76;com.CyberneticWalrus.DoesitStackMeta;3683;2025-05-16 13:34 UTC;221;62.15;0;0
Dog Plan;Dog Plan v42+1.0.42 -VRP;com.braindance.DogPlan;42;2026-03-02 20:10 UTC;614;85.20;0;0
Dogfight Elite;Dogfight Elite v200874+1.3.15 -VRP v76;com.echoboom.dogfightelite;200874;2025-05-16 13:35 UTC;310;38.72;0;0
Dominos Vice VR;Dominos Vice VR v1+1.0 -VRP v76;samsapps.games.dominovr;1;2025-05-16 13:35 UTC;59;10.76;0;0
DONT MOVE;DONT MOVE v6+1.0.6 -VRP;com.SpectacularOcular.DontMove;6;2026-01-10 11:07 UTC;409;73.72;0;0
Doodle Quest- Mixed Reality Draw Puzzle;Doodle Quest- Mixed Reality Draw Puzzle v8+1.3 -VRP;com.SkycampStudio.DoodleQuest;8;2025-09-11 09:06 UTC;320;63.67;0;0
Doom3Quest;Doom3Quest v45+1.4.5 -VRP;com.drbeef.doom3quest;45;2026-03-05 21:14 UTC;9212;96.61;0;0
DoVille Adventures;DoVille Adventures v102009282+1.2.0.9282 -VRP v76;com.ProjectWhitecard.SunnyDay;102009282;2025-05-16 13:32 UTC;1056;04.30;0;0
Down the Rabbit Hole;Down the Rabbit Hole v434+01.04.434 -VRP v76;com.CortopiaStudios.DTRH;434;2025-05-16 13:35 UTC;700;71.21;0;0
DOWNSHOT;DOWNSHOT v444+0.421 -VRP v76;com.CMVR.DownshotVR;444;2025-05-16 13:20 UTC;3709;62.72;0;0
Downside Up;Downside Up v30488+3.4.88 -VRP v76;com.DownsideUp.DownsideUp;30488;2025-05-08 16:38 UTC;345;20.96;0;0
Dr. Zaneys Insane Labs;Dr. Zaneys Insane Labs v2+1.1 -VRP v76;com.GearWorxProductions.Dr.ZaneysInsaneLabs;2;2025-05-16 13:35 UTC;617;09.05;0;0
Dragon Breakout;Dragon Breakout v1+0.1 -VRP v76;com.EstiSoft.DragonBreakout;1;2025-05-16 13:35 UTC;52;01.86;0;0
Dragon Fist- VR Kung Fu;Dragon Fist- VR Kung Fu v475+2.2.7 -VRP;com.BenOldingGames.DragonFistVRKungFu;475;2026-03-14 12:07 UTC;3705;94.45;0;0
Dragon Rider;Dragon Rider v1+1.0 -VRP v76;com.fori.dragonrider;1;2025-05-16 13:36 UTC;140;19.17;0;0
Dragon Roller Coaster;Dragon Roller Coaster v12+1.7 -VRP v76;com.PixelEdgeGames.DragonRollerCoaster;12;2025-05-16 13:36 UTC;271;65.39;0;0
DrakaVR;DrakaVR v1+1 -VRP v76;com.Questeroid.DrakaVR;1;2025-05-16 13:36 UTC;58;41.23;0;0
Drakheir;Drakheir v30+2.4.3 -VRP v76;com.hxdf.drakheirea;30;2025-05-16 13:36 UTC;2881;56.37;0;0
DrakkenRidge;DrakkenRidge v95+9.8 -VRP;com.garageCollective.DrakkenRidge;95;2026-01-07 20:53 UTC;1411;45.68;0;0
Draw IT!;Draw IT! v6+0.9 -VRP v76;com.DrimEnt.DrawIT;6;2025-05-08 16:38 UTC;75;38.46;0;0
Draw One Part- VR Puzzle Room;Draw One Part- VR Puzzle Room v1+0.1 -VRP;com.vr.dop.drawonepart;1;2026-03-11 16:34 UTC;73;87.03;0;0
Drawee;Drawee v62+6.8 -VRP;com.ChristophSpinger.Drawee;62;2025-11-11 22:19 UTC;326;46.48;0;0
Drawing Desk;Drawing Desk v16+2.1 -VRP v76;com.axis.drawingdeskvr;16;2025-06-05 18:17 UTC;488;53.67;0;0
Dread Meridian;Dread Meridian v48932+1.0 -VRP;com.kukrgame.ITD;48932;2026-02-13 12:29 UTC;6349;89.96;0;0
Dreadhalls;Dreadhalls v10619+1.6.19 -VRP v76;com.WhiteDoorGames.DreadhallsQuest;10619;2025-05-16 13:36 UTC;241;67.21;0;0
Dream Hotel;Dream Hotel v3+1.2 -VRP v76;com.TotosGames.DreamHotel;3;2025-05-16 13:36 UTC;55;18.14;0;0
Dream Puzzle;Dream Puzzle v4+0.1 -VRP v76;com.miracle.dreampuzzle;4;2025-05-16 13:36 UTC;148;10.19;0;0
Dream Tango;Dream Tango v113+1.4.3 -VRP v76;com.Uncloudy.DreamTangoAscensionDebugArena;113;2025-05-08 16:38 UTC;624;06.05;0;0
drift online;drift online v110+1.10 -VRP v76;com.basitgames.driftonline;110;2025-06-25 06:10 UTC;1868;64.28;0;0
Driven;Driven v200261+0.9.5 -VRP;com.MK1.DrivenFull;200261;2026-03-11 08:19 UTC;749;93.27;0;0
DriveX;DriveX v2+2 -VRP;com.EstiSoft.DriveX;2;2026-03-14 14:43 UTC;211;92.09;0;0
Drone Simulator VR;Drone Simulator VR v10804+1.8.4 -VRP;com.Zero_Space.DroneSimulatorVR;10804;2026-03-06 22:13 UTC;430;96.08;0;0
DroneLight;DroneLight v1+0.1 -VRP v76;com.dronelight.map1;1;2025-05-16 13:36 UTC;602;01.56;0;0
Drop Dead- Dual Strike Edition;Drop Dead- Dual Strike Edition v1741571228+1.6.1 -VRP v76;com.PixelToys.DropDead;1741571228;2025-05-21 16:17 UTC;1870;75.50;0;0
Drop Dead- The Cabin;Drop Dead- The Cabin v11479+3.2.2 -VRP;com.pixeltoys.cabin;11479;2026-03-12 21:07 UTC;2848;93.42;0;0
Drop Dead- The Cabin (MR-Fix);Drop Dead- The Cabin (MR-Fix) v11479+3.2.2 -VRP;com.mrf.pixeltoys.cabin;11479;2026-03-12 21:07 UTC;2848;97.45;0;0
Drum Kit;Drum Kit v1+1 -VRP v76;com.vlura.drumkit;1;2025-05-16 13:36 UTC;520;45.34;0;0
DrumBeats VR;DrumBeats VR v121+1.86T -VRP;com.VRROOM.DrumbeatsVR;121;2026-02-18 17:48 UTC;2164;86.42;0;0
Drums Rock;Drums Rock v154+1.281 -VRP;com.garage.drumsrock;154;2025-12-13 17:27 UTC;3076;92.74;0;0
Drums VR;Drums VR v21+21 -VRP v76;com.vlura.drumsvr;21;2025-05-16 13:37 UTC;519;55.46;0;0
Drunk Or Dead 2;Drunk Or Dead 2 v24+1.1 -VRP;com.ForiLab.Dod2;24;2026-03-07 15:07 UTC;1612;93.38;0;0
Drunkn Bar Fight;Drunkn Bar Fight v11497+11.00 -VRP v76;com.themunky.drunknbarfightQuest;11497;2025-07-30 21:37 UTC;1957;92.39;0;0
Drunkn Bar Fight 2 - Early Access;Drunkn Bar Fight 2 - Early Access v511+0.511 -VRP;com.PubTest.PubTest;511;2026-03-14 12:07 UTC;1962;96.88;0;0
Duck Hunting Game VR;Duck Hunting Game VR v140+1.4 -VRP;com.woodcock.duckhunting;140;2026-02-01 15:40 UTC;236;67.67;0;0
